Year,Location,Escapement (weir),Escapement (tower),Escapement (mark/recapture),Escapement (sonar),Age,Harvest,Region,Aerial Survey
2008,Tozitna River,1,0,0,0,1,,Yukon (US),1
2009,Tozitna River,1,0,0,0,1,,Yukon (US),1
2010,Tozitna River,0,0,0,0,0,,Yukon (US),0
2011,Tozitna River,0,0,0,0,0,,Yukon (US),1
2012,Tozitna River,0,0,0,0,0,,Yukon (US),1
2013,Tozitna River,0,0,0,0,0,,Yukon (US),0
2014,Tozitna River,0,0,0,0,0,,Yukon (US),0
2015,Tozitna River,0,0,0,0,0,,Yukon (US),0
2016,Tozitna River,0,0,0,0,0,,Yukon (US),0
2017,Tozitna River,0,0,0,0,0,,Yukon (US),0
2018,Tozitna River,0,0,0,0,0,,Yukon (US),0
2019,Tozitna River,0,0,0,0,0,,Yukon (US),0
2020,Tozitna River,0,0,0,0,0,,Yukon (US),1
1969,Big Salmon River,0,0,0,0,0,,Yukon (CA),1
1970,Big Salmon River,0,0,0,0,0,,Yukon (CA),1
1971,Big Salmon River,0,0,0,0,0,,Yukon (CA),1
1972,Big Salmon River,0,0,0,0,0,,Yukon (CA),1
1973,Big Salmon River,0,0,0,0,0,,Yukon (CA),1
1974,Big Salmon River,0,0,0,0,0,,Yukon (CA),1
1975,Big Salmon River,0,0,0,0,0,,Yukon (CA),1
1976,Big Salmon River,0,0,0,0,0,,Yukon (CA),1
1977,Big Salmon River,0,0,0,0,0,,Yukon (CA),1
1978,Big Salmon River,0,0,0,0,0,,Yukon (CA),1
1979,Big Salmon River,0,0,0,0,0,,Yukon (CA),1
1980,Big Salmon River,0,0,0,0,1,,Yukon (CA),1
1981,Big Salmon River,0,0,0,0,1,,Yukon (CA),1
1982,Big Salmon River,0,0,0,0,1,,Yukon (CA),1
1983,Big Salmon River,0,0,0,0,1,,Yukon (CA),1
1984,Big Salmon River,0,0,0,0,1,,Yukon (CA),1
1985,Big Salmon River,1,0,0,0,1,,Yukon (CA),1
1986,Big Salmon River,0,0,0,0,1,,Yukon (CA),1
1987,Big Salmon River,1,0,0,0,0,,Yukon (CA),1
1988,Big Salmon River,0,0,0,0,1,,Yukon (CA),1
1989,Big Salmon River,0,0,0,0,1,,Yukon (CA),1
1990,Big Salmon River,0,0,0,0,1,,Yukon (CA),1
1991,Big Salmon River,0,0,0,0,0,,Yukon (CA),1
1992,Big Salmon River,0,0,0,0,0,,Yukon (CA),1
1993,Big Salmon River,0,0,0,0,0,,Yukon (CA),1
1994,Big Salmon River,0,0,0,0,0,,Yukon (CA),1
1995,Big Salmon River,0,0,0,0,0,,Yukon (CA),1
1996,Big Salmon River,0,0,0,0,0,,Yukon (CA),1
1997,Big Salmon River,0,0,0,0,0,,Yukon (CA),1
1998,Big Salmon River,0,0,0,0,0,,Yukon (CA),1
1999,Big Salmon River,0,0,0,0,0,,Yukon (CA),1
2000,Big Salmon River,0,0,0,0,0,,Yukon (CA),1
2001,Big Salmon River,0,0,0,0,0,,Yukon (CA),1
2002,Big Salmon River,0,0,0,0,0,,Yukon (CA),1
2003,Big Salmon River,0,0,0,0,0,,Yukon (CA),1
2004,Big Salmon River,0,0,0,0,0,,Yukon (CA),0
2005,Big Salmon River,0,0,0,1,0,,Yukon (CA),0
2006,Big Salmon River,0,0,0,1,1,,Yukon (CA),0
2007,Big Salmon River,0,0,0,1,1,,Yukon (CA),0
2008,Big Salmon River,0,0,0,1,0,,Yukon (CA),0
2009,Big Salmon River,0,0,0,1,0,,Yukon (CA),0
2010,Big Salmon River,0,0,0,1,1,,Yukon (CA),0
2011,Big Salmon River,0,0,0,1,0,,Yukon (CA),0
2012,Big Salmon River,0,0,0,1,0,,Yukon (CA),0
2013,Big Salmon River,0,0,0,1,0,,Yukon (CA),0
2014,Big Salmon River,0,0,0,1,1,,Yukon (CA),0
2015,Big Salmon River,0,0,0,1,0,,Yukon (CA),0
2016,Big Salmon River,0,0,0,1,0,,Yukon (CA),0
2017,Big Salmon River,0,0,0,1,0,,Yukon (CA),0
2018,Big Salmon River,0,0,0,1,0,,Yukon (CA),0
2019,Big Salmon River,0,0,0,1,0,,Yukon (CA),0
2020,Big Salmon River,0,0,0,1,0,,Yukon (CA),0
1969,Blind Creek,0,0,0,0,0,,Yukon (CA),0
1970,Blind Creek,0,0,0,0,0,,Yukon (CA),0
1971,Blind Creek,0,0,0,0,0,,Yukon (CA),0
1972,Blind Creek,0,0,0,0,0,,Yukon (CA),0
1973,Blind Creek,0,0,0,0,0,,Yukon (CA),1
1974,Blind Creek,0,0,0,0,0,,Yukon (CA),0
1975,Blind Creek,0,0,0,0,0,,Yukon (CA),0
1976,Blind Creek,0,0,0,0,0,,Yukon (CA),0
1977,Blind Creek,0,0,0,0,0,,Yukon (CA),0
1978,Blind Creek,0,0,0,0,0,,Yukon (CA),0
1979,Blind Creek,0,0,0,0,0,,Yukon (CA),0
1980,Blind Creek,0,0,0,0,0,,Yukon (CA),0
1981,Blind Creek,0,0,0,0,0,,Yukon (CA),0
1982,Blind Creek,0,0,0,1,0,,Yukon (CA),1
1983,Blind Creek,0,0,0,0,0,,Yukon (CA),0
1984,Blind Creek,0,0,0,0,0,,Yukon (CA),0
1985,Blind Creek,0,0,0,0,0,,Yukon (CA),0
1986,Blind Creek,0,0,0,0,0,,Yukon (CA),0
1987,Blind Creek,0,0,0,0,0,,Yukon (CA),1
1988,Blind Creek,0,0,0,0,0,,Yukon (CA),0
1989,Blind Creek,0,0,0,0,0,,Yukon (CA),0
1990,Blind Creek,0,0,0,0,0,,Yukon (CA),0
1991,Blind Creek,0,0,0,0,0,,Yukon (CA),0
1992,Blind Creek,0,0,0,0,0,,Yukon (CA),0
1993,Blind Creek,0,0,0,0,0,,Yukon (CA),0
1994,Blind Creek,0,0,0,0,0,,Yukon (CA),0
1995,Blind Creek,0,0,0,0,0,,Yukon (CA),0
1996,Blind Creek,0,0,0,0,0,,Yukon (CA),0
1997,Blind Creek,1,0,0,0,0,,Yukon (CA),0
1998,Blind Creek,1,0,0,0,0,,Yukon (CA),0
1999,Blind Creek,1,0,0,0,0,,Yukon (CA),0
2000,Blind Creek,0,0,0,0,0,,Yukon (CA),0
2001,Blind Creek,0,0,0,0,0,,Yukon (CA),0
2002,Blind Creek,0,0,0,0,0,,Yukon (CA),0
2003,Blind Creek,1,0,0,0,0,,Yukon (CA),0
2004,Blind Creek,1,0,0,0,0,,Yukon (CA),0
2005,Blind Creek,1,0,0,0,0,,Yukon (CA),0
2006,Blind Creek,1,0,0,1,0,,Yukon (CA),0
2007,Blind Creek,1,0,0,0,0,,Yukon (CA),0
2008,Blind Creek,1,0,0,0,0,,Yukon (CA),0
2009,Blind Creek,1,0,0,0,0,,Yukon (CA),0
2010,Blind Creek,1,0,0,1,1,,Yukon (CA),0
2011,Blind Creek,1,0,0,0,0,,Yukon (CA),0
2012,Blind Creek,1,0,0,0,0,,Yukon (CA),0
2013,Blind Creek,1,0,0,0,0,,Yukon (CA),0
2014,Blind Creek,1,0,0,1,0,,Yukon (CA),0
2015,Blind Creek,1,0,0,0,0,,Yukon (CA),0
2016,Blind Creek,1,0,0,0,0,,Yukon (CA),0
2017,Blind Creek,1,0,0,0,0,,Yukon (CA),0
2018,Blind Creek,1,0,0,0,0,,Yukon (CA),0
2019,Blind Creek,1,0,0,0,0,,Yukon (CA),0
2020,Blind Creek,1,0,0,0,0,,Yukon (CA),0
1969,Klondike River,0,0,0,0,0,,Yukon (CA),0
1970,Klondike River,0,0,0,0,0,,Yukon (CA),0
1971,Klondike River,0,0,0,0,0,,Yukon (CA),0
1972,Klondike River,0,0,0,0,0,,Yukon (CA),1
1973,Klondike River,0,0,0,0,0,,Yukon (CA),0
1974,Klondike River,0,0,0,0,0,,Yukon (CA),1
1975,Klondike River,0,0,0,0,0,,Yukon (CA),1
1976,Klondike River,0,0,0,0,0,,Yukon (CA),0
1977,Klondike River,0,0,0,0,0,,Yukon (CA),1
1978,Klondike River,0,0,0,0,0,,Yukon (CA),0
1979,Klondike River,0,0,0,0,0,,Yukon (CA),0
1980,Klondike River,0,0,0,0,0,,Yukon (CA),1
1981,Klondike River,0,0,0,0,0,,Yukon (CA),1
1982,Klondike River,0,0,0,0,0,,Yukon (CA),1
1983,Klondike River,0,0,0,0,0,,Yukon (CA),0
1984,Klondike River,0,0,0,0,0,,Yukon (CA),0
1985,Klondike River,0,0,0,0,0,,Yukon (CA),1
1986,Klondike River,0,0,0,0,0,,Yukon (CA),1
1987,Klondike River,0,0,0,0,0,,Yukon (CA),1
1988,Klondike River,0,0,0,0,0,,Yukon (CA),0
1989,Klondike River,0,0,0,0,0,,Yukon (CA),0
1990,Klondike River,0,0,0,0,0,,Yukon (CA),0
1991,Klondike River,0,0,0,0,0,,Yukon (CA),0
1992,Klondike River,0,0,0,0,0,,Yukon (CA),0
1993,Klondike River,0,0,0,0,0,,Yukon (CA),0
1994,Klondike River,0,0,0,0,0,,Yukon (CA),0
1995,Klondike River,0,0,0,0,0,,Yukon (CA),0
1996,Klondike River,0,0,0,0,0,,Yukon (CA),0
1997,Klondike River,0,0,0,0,0,,Yukon (CA),0
1998,Klondike River,0,0,0,0,0,,Yukon (CA),0
1999,Klondike River,0,0,0,0,0,,Yukon (CA),0
2000,Klondike River,0,0,0,0,0,,Yukon (CA),0
2001,Klondike River,0,0,0,0,0,,Yukon (CA),0
2002,Klondike River,0,0,0,0,0,,Yukon (CA),0
2003,Klondike River,0,0,0,0,0,,Yukon (CA),0
2004,Klondike River,0,0,0,0,0,,Yukon (CA),0
2005,Klondike River,0,0,0,0,0,,Yukon (CA),0
2006,Klondike River,0,0,0,0,0,,Yukon (CA),0
2007,Klondike River,0,0,0,0,0,,Yukon (CA),0
2008,Klondike River,0,0,0,0,0,,Yukon (CA),0
2009,Klondike River,0,0,0,1,0,,Yukon (CA),0
2010,Klondike River,0,0,0,1,0,,Yukon (CA),0
2011,Klondike River,0,0,0,1,0,,Yukon (CA),0
2012,Klondike River,0,0,0,0,0,,Yukon (CA),0
2013,Klondike River,0,0,0,0,0,,Yukon (CA),0
2014,Klondike River,0,0,0,0,0,,Yukon (CA),0
2015,Klondike River,0,0,0,0,0,,Yukon (CA),0
2016,Klondike River,0,0,0,0,0,,Yukon (CA),0
2017,Klondike River,0,0,0,0,0,,Yukon (CA),0
2018,Klondike River,0,0,0,0,0,,Yukon (CA),0
2019,Klondike River,0,0,0,0,0,,Yukon (CA),0
2020,Klondike River,0,0,0,1,0,,Yukon (CA),0
1969,Pelly River,0,0,0,0,0,,Yukon (CA),1
1970,Pelly River,0,0,0,0,0,,Yukon (CA),0
1971,Pelly River,0,0,0,0,0,,Yukon (CA),0
1972,Pelly River,0,0,0,0,0,,Yukon (CA),0
1973,Pelly River,0,0,0,0,0,,Yukon (CA),1
1974,Pelly River,0,0,0,0,0,,Yukon (CA),0
1975,Pelly River,0,0,0,0,0,,Yukon (CA),0
1976,Pelly River,0,0,0,0,0,,Yukon (CA),0
1977,Pelly River,0,0,0,0,0,,Yukon (CA),0
1978,Pelly River,0,0,0,0,0,,Yukon (CA),0
1979,Pelly River,0,0,0,0,0,,Yukon (CA),0
1980,Pelly River,0,0,0,0,0,,Yukon (CA),0
1981,Pelly River,0,0,0,0,0,,Yukon (CA),1
1982,Pelly River,0,0,0,0,0,,Yukon (CA),0
1983,Pelly River,0,0,0,0,0,,Yukon (CA),1
1984,Pelly River,0,0,0,0,0,,Yukon (CA),0
1985,Pelly River,0,0,0,0,0,,Yukon (CA),0
1986,Pelly River,0,0,0,0,0,,Yukon (CA),0
1987,Pelly River,0,0,0,0,0,,Yukon (CA),0
1988,Pelly River,0,0,0,0,0,,Yukon (CA),0
1989,Pelly River,0,0,0,0,0,,Yukon (CA),0
1990,Pelly River,0,0,0,0,0,,Yukon (CA),0
1991,Pelly River,0,0,0,0,0,,Yukon (CA),0
1992,Pelly River,0,0,0,0,0,,Yukon (CA),0
1993,Pelly River,0,0,0,0,0,,Yukon (CA),0
1994,Pelly River,0,0,0,0,0,,Yukon (CA),0
1995,Pelly River,0,0,0,0,0,,Yukon (CA),0
1996,Pelly River,0,0,0,0,0,,Yukon (CA),0
1997,Pelly River,0,0,0,0,0,,Yukon (CA),0
1998,Pelly River,0,0,0,0,0,,Yukon (CA),0
1999,Pelly River,0,0,0,0,0,,Yukon (CA),0
2000,Pelly River,0,0,0,0,0,,Yukon (CA),0
2001,Pelly River,0,0,0,0,0,,Yukon (CA),0
2002,Pelly River,0,0,0,0,0,,Yukon (CA),0
2003,Pelly River,0,0,0,0,0,,Yukon (CA),0
2004,Pelly River,0,0,0,0,0,,Yukon (CA),0
2005,Pelly River,0,0,0,0,0,,Yukon (CA),0
2006,Pelly River,0,0,0,0,0,,Yukon (CA),0
2007,Pelly River,0,0,0,0,0,,Yukon (CA),0
2008,Pelly River,0,0,0,0,0,,Yukon (CA),0
2009,Pelly River,0,0,0,0,0,,Yukon (CA),0
2010,Pelly River,0,0,0,0,0,,Yukon (CA),0
2011,Pelly River,0,0,0,0,0,,Yukon (CA),0
2012,Pelly River,0,0,0,0,0,,Yukon (CA),0
2013,Pelly River,0,0,0,0,0,,Yukon (CA),0
2014,Pelly River,0,0,0,0,0,,Yukon (CA),0
2015,Pelly River,0,0,0,0,0,,Yukon (CA),0
2016,Pelly River,0,0,0,1,0,,Yukon (CA),0
2017,Pelly River,0,0,0,1,0,,Yukon (CA),0
2018,Pelly River,0,0,0,1,0,,Yukon (CA),0
2019,Pelly River,0,0,0,1,0,,Yukon (CA),0
2020,Pelly River,0,0,0,1,0,,Yukon (CA),0
1969,Tahkhini River,0,0,0,0,0,,Yukon (CA),0
1970,Tahkhini River,0,0,0,0,0,,Yukon (CA),0
1971,Tahkhini River,0,0,0,0,0,,Yukon (CA),0
1972,Tahkhini River,0,0,0,0,0,,Yukon (CA),1
1973,Tahkhini River,0,0,0,0,0,,Yukon (CA),0
1974,Tahkhini River,0,0,0,0,0,,Yukon (CA),1
1975,Tahkhini River,0,0,0,0,0,,Yukon (CA),1
1976,Tahkhini River,0,0,0,0,0,,Yukon (CA),1
1977,Tahkhini River,0,0,0,0,0,,Yukon (CA),1
1978,Tahkhini River,0,0,0,0,0,,Yukon (CA),1
1979,Tahkhini River,0,0,0,0,0,,Yukon (CA),1
1980,Tahkhini River,0,0,0,0,0,,Yukon (CA),1
1981,Tahkhini River,0,0,0,0,0,,Yukon (CA),1
1982,Tahkhini River,0,0,0,0,1,,Yukon (CA),1
1983,Tahkhini River,0,0,0,0,0,,Yukon (CA),1
1984,Tahkhini River,0,0,0,0,0,,Yukon (CA),0
1985,Tahkhini River,0,0,0,0,0,,Yukon (CA),1
1986,Tahkhini River,0,0,0,0,0,,Yukon (CA),1
1987,Tahkhini River,0,0,0,0,0,,Yukon (CA),1
1988,Tahkhini River,0,0,0,0,1,,Yukon (CA),1
1989,Tahkhini River,0,0,0,0,0,,Yukon (CA),1
1990,Tahkhini River,0,0,0,0,1,,Yukon (CA),0
1991,Tahkhini River,0,0,0,0,0,,Yukon (CA),0
1992,Tahkhini River,0,0,0,0,0,,Yukon (CA),0
1993,Tahkhini River,0,0,0,0,0,,Yukon (CA),0
1994,Tahkhini River,0,0,0,0,0,,Yukon (CA),0
1995,Tahkhini River,0,0,0,0,0,,Yukon (CA),0
1996,Tahkhini River,0,0,0,0,0,,Yukon (CA),0
1997,Tahkhini River,0,0,0,0,0,,Yukon (CA),0
1998,Tahkhini River,0,0,0,0,0,,Yukon (CA),0
1999,Tahkhini River,0,0,0,0,0,,Yukon (CA),0
2000,Tahkhini River,0,0,0,0,0,,Yukon (CA),0
2001,Tahkhini River,0,0,0,0,0,,Yukon (CA),0
2002,Tahkhini River,0,0,0,0,0,,Yukon (CA),0
2003,Tahkhini River,0,0,0,0,0,,Yukon (CA),0
2004,Tahkhini River,0,0,0,0,0,,Yukon (CA),0
2005,Tahkhini River,0,0,0,0,0,,Yukon (CA),0
2006,Tahkhini River,0,0,0,0,0,,Yukon (CA),0
2007,Tahkhini River,0,0,0,0,0,,Yukon (CA),0
2008,Tahkhini River,0,0,0,0,0,,Yukon (CA),0
2009,Tahkhini River,0,0,0,0,0,,Yukon (CA),0
2010,Tahkhini River,0,0,0,0,0,,Yukon (CA),0
2011,Tahkhini River,0,0,0,0,0,,Yukon (CA),0
2012,Tahkhini River,0,0,0,0,0,,Yukon (CA),0
2013,Tahkhini River,0,0,0,0,0,,Yukon (CA),0
2014,Tahkhini River,0,0,0,0,0,,Yukon (CA),0
2015,Tahkhini River,0,0,0,0,0,,Yukon (CA),0
2016,Tahkhini River,0,0,0,0,0,,Yukon (CA),0
2017,Tahkhini River,0,0,0,1,0,,Yukon (CA),0
2018,Tahkhini River,0,0,0,1,0,,Yukon (CA),0
2019,Tahkhini River,0,0,0,0,0,,Yukon (CA),0
2020,Tahkhini River,0,0,0,0,0,,Yukon (CA),0
1969,Teslin River,0,0,0,0,0,,Yukon (CA),0
1970,Teslin River,0,0,0,0,0,,Yukon (CA),0
1971,Teslin River,0,0,0,0,0,,Yukon (CA),0
1972,Teslin River,0,0,0,0,1,,Yukon (CA),0
1973,Teslin River,0,0,0,0,0,,Yukon (CA),0
1974,Teslin River,0,0,0,0,0,,Yukon (CA),0
1975,Teslin River,0,0,0,0,0,,Yukon (CA),0
1976,Teslin River,0,0,0,0,0,,Yukon (CA),0
1977,Teslin River,0,0,0,0,0,,Yukon (CA),0
1978,Teslin River,0,0,0,0,0,,Yukon (CA),0
1979,Teslin River,0,0,0,0,0,,Yukon (CA),0
1980,Teslin River,0,0,0,0,1,,Yukon (CA),0
1981,Teslin River,0,0,0,0,1,,Yukon (CA),0
1982,Teslin River,0,0,0,0,0,,Yukon (CA),0
1983,Teslin River,0,0,0,0,0,,Yukon (CA),0
1984,Teslin River,0,0,0,0,0,,Yukon (CA),1
1985,Teslin River,0,0,0,0,0,,Yukon (CA),1
1986,Teslin River,0,0,0,0,1,,Yukon (CA),1
1987,Teslin River,0,0,0,0,1,,Yukon (CA),1
1988,Teslin River,0,0,0,0,0,,Yukon (CA),1
1989,Teslin River,0,0,0,0,0,,Yukon (CA),1
1990,Teslin River,0,0,0,0,0,,Yukon (CA),1
1991,Teslin River,0,0,0,0,0,,Yukon (CA),1
1992,Teslin River,0,0,0,0,0,,Yukon (CA),1
1993,Teslin River,0,0,0,0,0,,Yukon (CA),1
1994,Teslin River,0,0,0,0,0,,Yukon (CA),1
1995,Teslin River,0,0,0,0,0,,Yukon (CA),1
1996,Teslin River,0,0,0,0,0,,Yukon (CA),1
1997,Teslin River,0,0,0,0,0,,Yukon (CA),1
1998,Teslin River,0,0,0,0,0,,Yukon (CA),1
1999,Teslin River,0,0,0,0,0,,Yukon (CA),1
2000,Teslin River,0,0,0,0,0,,Yukon (CA),0
2001,Teslin River,0,0,0,0,0,,Yukon (CA),0
2002,Teslin River,0,0,0,0,0,,Yukon (CA),0
2003,Teslin River,0,0,0,0,0,,Yukon (CA),1
2004,Teslin River,0,0,0,0,0,,Yukon (CA),0
2005,Teslin River,0,0,0,0,0,,Yukon (CA),0
2006,Teslin River,0,0,0,0,0,,Yukon (CA),1
2007,Teslin River,0,0,0,0,0,,Yukon (CA),0
2008,Teslin River,0,0,0,0,0,,Yukon (CA),0
2009,Teslin River,0,0,0,0,0,,Yukon (CA),0
2010,Teslin River,0,0,0,0,1,,Yukon (CA),0
2011,Teslin River,0,0,0,0,0,,Yukon (CA),0
2012,Teslin River,0,0,0,0,1,,Yukon (CA),0
2013,Teslin River,0,0,0,0,1,,Yukon (CA),0
2014,Teslin River,0,0,0,0,1,,Yukon (CA),0
2015,Teslin River,0,0,0,0,1,,Yukon (CA),0
2016,Teslin River,0,0,0,0,1,,Yukon (CA),0
2017,Teslin River,0,0,0,0,0,,Yukon (CA),0
2018,Teslin River,0,0,0,0,0,,Yukon (CA),0
2019,Teslin River,0,0,0,0,0,,Yukon (CA),0
2020,Teslin River,0,0,0,0,0,,Yukon (CA),0
1969,Upper Porcupine River,0,0,0,0,0,,Yukon (CA),0
1970,Upper Porcupine River,0,0,0,0,0,,Yukon (CA),0
1971,Upper Porcupine River,0,0,0,0,0,,Yukon (CA),0
1972,Upper Porcupine River,0,0,0,0,0,,Yukon (CA),0
1973,Upper Porcupine River,0,0,0,0,0,,Yukon (CA),0
1974,Upper Porcupine River,0,0,0,0,0,,Yukon (CA),0
1975,Upper Porcupine River,0,0,0,0,0,,Yukon (CA),0
1976,Upper Porcupine River,0,0,0,0,0,,Yukon (CA),0
1977,Upper Porcupine River,0,0,0,0,0,,Yukon (CA),0
1978,Upper Porcupine River,0,0,0,0,0,,Yukon (CA),0
1979,Upper Porcupine River,0,0,0,0,0,,Yukon (CA),0
1980,Upper Porcupine River,0,0,0,0,0,,Yukon (CA),0
1981,Upper Porcupine River,0,0,0,0,0,,Yukon (CA),0
1982,Upper Porcupine River,0,0,0,0,0,,Yukon (CA),0
1983,Upper Porcupine River,0,0,0,0,0,,Yukon (CA),0
1984,Upper Porcupine River,0,0,0,0,0,,Yukon (CA),0
1985,Upper Porcupine River,0,0,0,0,0,,Yukon (CA),0
1986,Upper Porcupine River,0,0,0,0,0,,Yukon (CA),0
1987,Upper Porcupine River,0,0,0,0,0,,Yukon (CA),0
1988,Upper Porcupine River,0,0,0,0,0,,Yukon (CA),0
1989,Upper Porcupine River,0,0,0,0,0,,Yukon (CA),0
1990,Upper Porcupine River,0,0,0,0,0,,Yukon (CA),0
1991,Upper Porcupine River,0,0,0,0,0,,Yukon (CA),0
1992,Upper Porcupine River,0,0,0,0,0,,Yukon (CA),0
1993,Upper Porcupine River,0,0,0,0,0,,Yukon (CA),0
1994,Upper Porcupine River,0,0,0,0,0,,Yukon (CA),0
1995,Upper Porcupine River,0,0,0,0,0,,Yukon (CA),0
1996,Upper Porcupine River,0,0,0,0,0,,Yukon (CA),0
1997,Upper Porcupine River,0,0,0,0,0,,Yukon (CA),0
1998,Upper Porcupine River,0,0,0,0,0,,Yukon (CA),0
1999,Upper Porcupine River,0,0,0,0,0,,Yukon (CA),0
2000,Upper Porcupine River,0,0,0,0,0,,Yukon (CA),0
2001,Upper Porcupine River,0,0,0,0,0,,Yukon (CA),0
2002,Upper Porcupine River,0,0,0,0,0,,Yukon (CA),0
2003,Upper Porcupine River,0,0,0,0,0,,Yukon (CA),0
2004,Upper Porcupine River,0,0,0,0,0,,Yukon (CA),0
2005,Upper Porcupine River,0,0,0,0,0,,Yukon (CA),0
2006,Upper Porcupine River,0,0,0,0,0,,Yukon (CA),0
2007,Upper Porcupine River,0,0,0,0,0,,Yukon (CA),0
2008,Upper Porcupine River,0,0,0,0,0,,Yukon (CA),0
2009,Upper Porcupine River,0,0,0,0,0,,Yukon (CA),0
2010,Upper Porcupine River,0,0,0,0,0,,Yukon (CA),0
2011,Upper Porcupine River,0,0,0,1,0,,Yukon (CA),0
2012,Upper Porcupine River,0,0,0,1,0,,Yukon (CA),0
2013,Upper Porcupine River,0,0,0,1,0,,Yukon (CA),0
2014,Upper Porcupine River,0,0,0,1,0,,Yukon (CA),0
2015,Upper Porcupine River,0,0,0,1,0,,Yukon (CA),0
2016,Upper Porcupine River,0,0,0,1,0,,Yukon (CA),0
2017,Upper Porcupine River,0,0,0,1,0,,Yukon (CA),0
2018,Upper Porcupine River,0,0,0,1,0,,Yukon (CA),0
2019,Upper Porcupine River,0,0,0,1,0,,Yukon (CA),0
2020,Upper Porcupine River,0,0,0,1,0,,Yukon (CA),0
1969,Whitehorse Dam Fishway,0,0,0,0,0,,Yukon (CA),0
1970,Whitehorse Dam Fishway,0,0,0,0,1,,Yukon (CA),0
1971,Whitehorse Dam Fishway,0,0,0,0,1,,Yukon (CA),0
1972,Whitehorse Dam Fishway,0,0,0,0,1,,Yukon (CA),0
1973,Whitehorse Dam Fishway,0,0,0,0,1,,Yukon (CA),0
1974,Whitehorse Dam Fishway,0,0,0,0,1,,Yukon (CA),0
1975,Whitehorse Dam Fishway,0,0,0,0,0,,Yukon (CA),0
1976,Whitehorse Dam Fishway,0,0,0,0,1,,Yukon (CA),0
1977,Whitehorse Dam Fishway,0,0,0,0,1,,Yukon (CA),0
1978,Whitehorse Dam Fishway,0,0,0,0,0,,Yukon (CA),0
1979,Whitehorse Dam Fishway,0,0,0,0,0,,Yukon (CA),0
1980,Whitehorse Dam Fishway,0,0,0,0,0,,Yukon (CA),0
1981,Whitehorse Dam Fishway,0,0,0,0,1,,Yukon (CA),0
1982,Whitehorse Dam Fishway,0,0,0,0,0,,Yukon (CA),0
1983,Whitehorse Dam Fishway,0,0,0,0,0,,Yukon (CA),0
1984,Whitehorse Dam Fishway,0,0,0,0,1,,Yukon (CA),0
1985,Whitehorse Dam Fishway,0,0,0,0,1,,Yukon (CA),0
1986,Whitehorse Dam Fishway,0,0,0,0,1,,Yukon (CA),0
1987,Whitehorse Dam Fishway,0,0,0,0,0,,Yukon (CA),0
1988,Whitehorse Dam Fishway,1,0,0,0,0,,Yukon (CA),0
1989,Whitehorse Dam Fishway,1,0,0,0,0,,Yukon (CA),0
1990,Whitehorse Dam Fishway,1,0,0,0,0,,Yukon (CA),0
1991,Whitehorse Dam Fishway,1,0,0,0,1,,Yukon (CA),0
1992,Whitehorse Dam Fishway,1,0,0,0,0,,Yukon (CA),0
1993,Whitehorse Dam Fishway,1,0,0,0,0,,Yukon (CA),0
1994,Whitehorse Dam Fishway,1,0,0,0,0,,Yukon (CA),0
1995,Whitehorse Dam Fishway,1,0,0,0,0,,Yukon (CA),0
1996,Whitehorse Dam Fishway,1,0,0,0,1,,Yukon (CA),0
1997,Whitehorse Dam Fishway,1,0,0,0,0,,Yukon (CA),0
1998,Whitehorse Dam Fishway,1,0,0,0,0,,Yukon (CA),0
1999,Whitehorse Dam Fishway,1,0,0,0,0,,Yukon (CA),0
2000,Whitehorse Dam Fishway,1,0,0,0,0,,Yukon (CA),0
2001,Whitehorse Dam Fishway,1,0,0,0,0,,Yukon (CA),0
2002,Whitehorse Dam Fishway,1,0,0,0,0,,Yukon (CA),0
2003,Whitehorse Dam Fishway,1,0,0,0,0,,Yukon (CA),0
2004,Whitehorse Dam Fishway,1,0,0,0,0,,Yukon (CA),0
2005,Whitehorse Dam Fishway,1,0,0,0,0,,Yukon (CA),0
2006,Whitehorse Dam Fishway,1,0,0,0,0,,Yukon (CA),0
2007,Whitehorse Dam Fishway,1,0,0,0,0,,Yukon (CA),0
2008,Whitehorse Dam Fishway,1,0,0,0,0,,Yukon (CA),0
2009,Whitehorse Dam Fishway,1,0,0,0,0,,Yukon (CA),0
2010,Whitehorse Dam Fishway,1,0,0,0,1,,Yukon (CA),0
2011,Whitehorse Dam Fishway,1,0,0,0,0,,Yukon (CA),0
2012,Whitehorse Dam Fishway,1,0,0,0,0,,Yukon (CA),0
2013,Whitehorse Dam Fishway,1,0,0,0,0,,Yukon (CA),0
2014,Whitehorse Dam Fishway,1,0,0,0,0,,Yukon (CA),0
2015,Whitehorse Dam Fishway,1,0,0,0,0,,Yukon (CA),0
2016,Whitehorse Dam Fishway,1,0,0,0,0,,Yukon (CA),0
2017,Whitehorse Dam Fishway,1,0,0,0,0,,Yukon (CA),0
2018,Whitehorse Dam Fishway,1,0,0,0,0,,Yukon (CA),0
2019,Whitehorse Dam Fishway,1,0,0,0,0,,Yukon (CA),0
2020,Whitehorse Dam Fishway,1,0,0,0,0,,Yukon (CA),0
1969,Eldorado River,0,0,0,0,0,,Norton Sound,0
1970,Eldorado River,0,0,0,0,0,,Norton Sound,0
1971,Eldorado River,0,0,0,0,0,,Norton Sound,0
1972,Eldorado River,0,0,0,0,0,,Norton Sound,0
1973,Eldorado River,0,0,0,0,0,,Norton Sound,0
1974,Eldorado River,0,0,0,0,0,,Norton Sound,1
